"date_day","namefull","birthday","gender","billv"
2017-02-19,"Арнаутова Жанна",1971-08-16,0,893
2017-02-19,"Волохова Маргарита",1992-09-01,0,1281
2017-02-19,"Ефремовский Антон",1970-10-16,1,1397
2017-02-19,"Лунина Анна",1992-05-11,0,851
2017-02-19,"Кочетова Марина",1981-08-05,0,1098
2017-02-19,"Бурлей Наталья",1980-02-15,0,422
2017-02-19,"Буткова Маргарита",1986-06-21,0,534
2017-02-19,"Шахматова Марья",1978-04-10,0,1138
2017-02-19,"Ульянин Гавриил",1978-10-11,1,3309
2017-02-19,"Бехтеева Маргарита",1967-01-04,0,1196
2017-02-19,"Сузин Вадим",1979-02-19,1,844
2017-02-19,"Бочина Ирина",1981-08-27,0,1009
2017-02-19,"Полетыло Полина",1987-10-24,0,1070
2017-02-19,"Стороженко Вадим",1977-12-02,1,1199
2017-02-19,"Гайворонская Анна",1972-10-06,0,1309
2017-02-19,"Лукьянова Анна",1970-10-03,0,1026
2017-02-19,"Масалов Станислав",1969-06-21,1,1283
2017-02-19,"Мартьянов Руслан",1985-10-01,1,844
2017-02-20,"Матвеева Людмила",1965-07-12,0,984
2017-02-20,"Якубович Маргарита",1978-04-30,0,694
2017-02-20,"Ашиткова Надежда",1985-10-04,0,1452
2017-02-20,"Карпова Наталия",1978-02-27,0,1987
2017-02-20,"Бологовский Тимофей",1973-02-24,1,1732
2017-02-20,"Алексеев Гавриил",1986-12-30,1,1667
2017-02-20,"Шатров Аркадий",1984-05-30,1,1115
2017-02-20,"Вальцов Роман",1990-07-16,1,994
2017-02-20,"Шпигель Евгения",1983-11-17,0,828
2017-02-20,"Астрецов Юрий",1988-09-23,1,1270
2017-02-20,"Микулина Татьяна",1975-12-29,0,934
2017-02-20,"Нетудыхата Роман",1977-03-02,1,1130
2017-02-20,"Брезгун Василий",1987-10-27,1,1394
2017-02-20,"Игнатьева Алёна",1987-05-03,0,733
2017-02-20,"Бутенев Владислав",1978-03-21,1,726
2017-02-20,"Вакулина Дарья",1981-12-07,0,1481
2017-02-20,"Бок Лариса",1984-12-18,0,951
2017-02-20,"Горихвостова Светлана",1967-03-19,0,515
2017-02-20,"Заплатин Виталий",1987-12-28,1,833
2017-02-20,"Чернявский Иннокентий",1980-09-04,1,839
2017-02-20,"Телешева Людмила",1987-06-23,0,1061
2017-02-20,"Карнович Даниил",1978-12-21,1,1279
2017-02-20,"Воинов Игорь",1980-08-31,1,873
2017-02-20,"Остафьев Лев",1984-10-12,1,1008
2017-02-20,"Порховская Ирина",1993-08-09,0,894
2017-02-20,"Мезенцова Марина",1995-09-30,0,2355
2017-02-20,"Цветков Иван",1971-11-07,1,1147
2017-02-20,"Ахматов Тимофей",1980-04-19,1,776
2017-02-20,"Кожевникова Римма",1976-09-17,0,3373
2017-02-20,"Бронский Владимир",1991-06-22,1,761
2017-02-20,"Паскевич Виктория",1986-01-24,0,769
2017-02-20,"Нилова Анна",1973-05-25,0,1115
2017-02-20,"Тимашев Семён",1986-06-23,1,1921
2017-02-20,"Шульгин Юрий",1963-06-07,1,1000
2017-02-20,"Плохово Яна",1988-09-20,0,894
2017-02-20,"Селифонтов Вадим",1982-12-04,1,1117
2017-02-20,"Мясников Ярослав",1978-02-12,1,514
2017-02-21,"Матвеева Людмила",1965-07-12,0,996
2017-02-21,"Огибалов Ярослав",1985-08-09,1,1003
2017-02-21,"Бушинская Дарья",1972-09-05,0,1146
2017-02-21,"Вознесенский Алексей",1985-06-23,1,1434
2017-02-21,"Лунина Анна",1986-10-05,0,1379
2017-02-21,"Малявко Елена",1973-05-26,0,901
2017-02-21,"Великопольский Алексей",1978-05-22,1,1150
2017-02-21,"Кологривов Данила",1984-10-23,1,1854
2017-02-21,"Грекова Лилия",1980-08-09,0,941
2017-02-21,"Нетудыхата Роман",1977-03-02,1,1090
2017-02-21,"Лозинская Оксана",1983-05-23,0,1111
2017-02-21,"Пырьев Сергей",1987-10-12,1,2567
2017-02-21,"Скарятин Богдан",1988-07-20,1,1145
2017-02-21,"Бирдюкина Виктория",1975-07-26,0,1602
2017-02-21,"Анфилогов Богдан",1975-12-11,1,1094
2017-02-21,"Ратманова Ирина",1976-04-15,0,1221
2017-02-21,"Шафонский Борис",1981-05-08,1,792
2017-02-21,"Павлов Борис",1974-02-26,1,1098
2017-02-21,"Стаханов Виталий",1978-12-31,1,611
2017-02-21,"Расловлев Данила",1986-10-27,1,1150
2017-02-21,"Гуровский Антон",1981-11-14,1,1039
2017-02-21,"Голоперова Юлия",1982-08-26,0,1564
2017-02-21,"Бровков Александр",1982-09-04,1,863
2017-02-21,"Емелькин Василий",1977-12-12,1,1650
2017-02-21,"Лызлова Маргарита",1980-03-03,0,720
2017-02-21,"Мачихин Матвей",1977-11-20,1,1644
2017-02-21,"Чаплин Михаил",1978-01-29,1,754
2017-02-21,"Стариков Станислав",1978-05-02,1,647
2017-02-21,"Ершов Кирилл",1977-04-14,1,1520
2017-02-21,"Некрасова Ольга",1971-01-03,0,1548
2017-02-21,"Кологривов Данила",1963-02-23,1,1371
2017-02-21,"Иванченко Станислав",1982-04-29,1,1356
2017-02-21,"Боброва Екатерина",1975-10-08,0,1053
2017-02-21,"Галахова Нина",1979-01-08,0,1298
2017-02-21,"Лобода Артём",1984-04-25,1,1219
2017-02-21,"Шишова Алина",1986-07-09,0,1743
2017-02-21,"Чупрасов Данила",1983-10-04,1,564
2017-02-22,"Огибалов Ярослав",1985-08-09,1,1577
2017-02-22,"Каргашина Таисия",1976-04-16,0,788
2017-02-22,"Беляев Михаил",1970-08-02,1,2849
2017-02-22,"Щиголев Алексей",1983-02-15,1,2817
2017-02-22,"Астрецов Юрий",1988-09-23,1,1154
2017-02-22,"Чеснок Ольга",1985-08-08,0,828
2017-02-22,"Чихачёва Елизавета",1982-12-04,0,797
2017-02-22,"Хвощинский Валентин",1984-11-23,1,949
2017-02-22,"Тростенская Ольга",1990-06-23,0,1199
2017-02-22,"Ефимовский Георгий",1981-02-19,1,1233
2017-02-22,"Борецкая Валерия",1972-03-30,0,1651
2017-02-22,"Митусов Глеб",1982-08-04,1,1312
2017-02-22,"Глазьева Ангелина",1976-05-26,0,1264
2017-02-22,"Туманская Мария",1974-11-10,0,1241
2017-02-22,"Обухова Евгения",1974-06-03,0,1981
2017-02-22,"Заплатин Виталий",1987-12-28,1,1363
2017-02-22,"Соколова Светлана",1981-01-06,0,717
2017-02-22,"Порошин Святослав",1984-03-01,1,1107
2017-02-22,"Анисимов Илья",1980-05-28,1,1127
2017-02-22,"Веневитинов Денис",1993-11-07,1,1203
2017-02-22,"Щербатов Ярослав",1983-06-20,1,1110
2017-02-22,"Петухов Тимур",1978-09-08,1,759
2017-02-22,"Белавина Юлия",1977-12-25,0,639
2017-02-22,"Андриенко Игорь",1979-07-27,1,1716
2017-02-22,"Духовская Светлана",1984-02-13,0,888
2017-02-22,"Шанявский Максим",1997-03-23,1,1068
2017-02-22,"Шатилов Пётр",1985-08-04,1,1136
2017-02-22,"Богданов Святослав",1978-03-07,1,812
2017-02-22,"Брезгун Василий",1974-03-27,1,1825
2017-02-22,"Всеволожская Нина",1982-04-10,0,577
2017-02-22,"Темкина Фаина",1986-03-22,0,1458
2017-02-22,"Гулидов Николай",1982-03-07,1,1890
2017-02-22,"Ленивцев Юрий",1989-07-13,1,2272
2017-02-22,"Карбышев Александр",1970-02-05,1,1113
2017-02-22,"Башкирёва Зоя",1979-10-16,0,1133
2017-02-22,"Шульгин Юрий",1963-06-07,1,886
2017-02-22,"Старженский Игорь",1989-05-09,1,637
2017-02-23,"Каша Маргарита",1981-11-12,0,856
2017-02-23,"Горелов Тимур",1973-08-27,1,1706
2017-02-23,"Баратаева Алевтина",1991-02-06,0,1902
2017-02-23,"Вельгорский Леонид",1980-11-23,1,874
2017-02-23,"Румянцева Анна",1976-11-13,0,832
2017-02-23,"Вакульская Алина",1981-09-18,0,1504
2017-02-23,"Лермонтова Екатерина",1975-04-23,0,934
2017-02-23,"Кучина Светлана",1981-08-10,0,1999
2017-02-23,"Коновалова Елена",1983-12-13,0,955
2017-02-23,"Балакирев Валентин",1973-11-25,1,514
2017-02-23,"Селиверстов Виктор",1988-04-16,1,1449
2017-02-23,"Глазатова Виктория",1991-10-25,0,1256
2017-02-23,"Оффенберг Агния",1979-06-23,0,474
2017-02-23,"Иванова Мария",1973-12-07,0,3543
2017-02-23,"Янковский Данила",1975-01-13,1,894
2017-02-23,"Болховитинов Лев",1981-08-10,1,1441
2017-02-23,"Крашевский Артём",1972-01-22,1,1095
2017-02-23,"Круковецкий Игорь",1968-05-20,1,869
2017-02-23,"Мусоргский Иннокентий",1980-04-03,1,512
2017-02-23,"Терпигорева Светлана",1986-06-04,0,1501
2017-02-23,"Бровков Александр",1982-09-04,1,1044
2017-02-23,"Кошелев Юрий",1970-09-28,1,1157
2017-02-23,"Никифоров Станислав",1990-08-03,1,557
2017-02-23,"Дубровин Егор",1985-05-03,1,1557
2017-02-23,"Духовская Алёна",1985-09-14,0,1830
2017-02-23,"Майкова Марина",1991-11-02,0,1080
2017-02-23,"Каховская Таисия",1976-05-11,0,1477
2017-02-23,"Сузин Вадим",1979-02-19,1,514
2017-02-23,"Деревянко Вера",1981-06-21,0,1502
2017-02-23,"Лашкевич Людмила",1977-05-28,0,883
2017-02-23,"Шатилов Пётр",1985-08-04,1,845
2017-02-23,"Мартынский Григорий",1983-07-18,1,849
2017-02-23,"Зузин Аркадий",1985-03-04,1,2408
2017-02-23,"Племянникова Светлана",1971-04-07,0,1661
2017-02-23,"Левин Павел",1970-07-09,1,871
2017-02-23,"Иванченко Станислав",1982-11-24,1,1266
2017-02-23,"Бойко Филипп",1971-12-11,1,430
2017-02-23,"Полозова Римма",1994-11-01,0,547
2017-02-23,"Якунин Тимофей",1993-04-02,1,852
2017-02-23,"Лобачевская Маргарита",1986-11-06,0,881
2017-02-23,"Ленивцева Маргарита",1990-01-25,0,1912
2017-02-24,"Шульгин Юрий",1986-09-18,1,1594
2017-02-24,"Малявко Елена",1973-05-26,0,1037
2017-02-24,"Гавловский Гавриил",1992-11-12,1,2383
2017-02-24,"Бутримов Пётр",1992-03-10,1,639
2017-02-24,"Державин Роман",1982-09-16,1,1430
2017-02-24,"Третьякова Мария",1974-11-29,0,989
2017-02-24,"Головачёв Богдан",1971-12-15,1,2627
2017-02-24,"Горностай Игорь",1980-07-04,1,1038
2017-02-24,"Жилина Алёна",1983-11-08,0,1491
2017-02-24,"Телешева Анастасия",1978-04-12,0,1634
2017-02-24,"Головачёва Анастасия",1986-06-21,0,2330
2017-02-24,"Воропанов Эдуард",1973-09-22,1,1541
2017-02-24,"Хотинская Виктория",1987-04-26,0,1216
2017-02-24,"Протопопов Вадим",1976-02-10,1,1333
2017-02-24,"Порошин Святослав",1984-03-01,1,778
2017-02-24,"Огибалова Алла",1978-04-16,0,1649
2017-02-24,"Михеев Данила",1970-01-30,1,1311
2017-02-24,"Микулаева Агния",1982-03-26,0,2034
2017-02-24,"Волконская Ольга",1988-03-14,0,1877
2017-02-24,"Позняков Яков",1985-12-20,1,931
2017-02-24,"Кавелин Геннадий",1982-07-09,1,2823
2017-02-24,"Шахматова Марья",1978-04-10,0,890
2017-02-24,"Чаплин Михаил",1978-01-29,1,834
2017-02-24,"Войников Алексей",1972-06-28,1,1891
2017-02-24,"Селиверстова Валерия",1984-12-15,0,762
2017-02-24,"Якимович Аркадий",1967-02-03,1,741
2017-02-24,"Геев Станислав",1982-01-16,1,714
2017-02-24,"Михеев Данила",1968-10-28,1,754
2017-02-24,"Голенкин Егор",1975-07-02,1,835
2017-02-24,"Кашинцов Сергей",1984-08-15,1,1996
2017-02-24,"Вакулина Зинаида",1980-04-07,0,1044
2017-02-24,"Огинский Павел",1981-06-11,1,1512
2017-02-25,"Ляпунова Анна",1971-08-24,0,1234
2017-02-25,"Маткевич Фёдор",1984-09-25,1,1598
2017-02-25,"Тяпкин Владислав",1977-12-10,1,795
2017-02-25,"Матвеева Людмила",1978-01-29,0,707
2017-02-25,"Апухтина Полина",1968-07-20,0,664
2017-02-25,"Травин Леонид",1964-07-28,1,655
2017-02-25,"Никифоров Денис",1980-07-07,1,1111
2017-02-25,"Владимирова Раиса",1980-02-20,0,1314
2017-02-25,"Кудашева Маргарита",1991-11-19,0,1442
2017-02-25,"Аверкиева Зинаида",1979-10-22,0,914
2017-02-25,"Спафарьев Глеб",1971-03-14,1,715
2017-02-25,"Аверкиева Светлана",1974-08-06,0,963
2017-02-25,"Белевцова Снежана",1991-10-04,0,1108
2017-02-25,"Неверович Никита",1974-03-18,1,976
2017-02-25,"Чириков Матвей",1984-08-02,1,1258
2017-02-25,"Борецкая Валерия",1972-03-30,0,997
2017-02-25,"Свечка Екатерина",1997-07-22,0,1417
2017-02-25,"Шольцев Валентин",1984-11-04,1,1155
2017-02-25,"Судленкова Лидия",1982-02-04,0,1574
2017-02-25,"Порошин Святослав",1984-03-01,1,1061
2017-02-25,"Пущина Любовь",1969-08-05,0,726
2017-02-25,"Вельяминов Иван",1976-01-18,1,855
2017-02-25,"Малиновская Елизавета",1973-09-12,0,1164
2017-02-25,"Карнович Даниил",1978-12-21,1,1193
2017-02-25,"Голоперова Юлия",1982-08-26,0,1673
2017-02-25,"Кострова Татьяна",1978-09-30,0,1274
2017-02-25,"Грабленова Лариса",1977-05-29,0,1111
2017-02-25,"Кусакова Элеонора",1994-01-09,0,942
2017-02-25,"Белькова Элеонора",1997-06-30,0,3028
2017-02-25,"Моргун Владислав",1992-02-01,1,930
2017-02-25,"Микешина Элеонора",1986-12-09,0,992
2017-02-25,"Бакаев Валерий",1980-09-27,1,933
2017-02-25,"Аристова Маргарита",1975-09-10,0,916
2017-02-25,"Васильева София",1971-05-26,0,865
2017-02-25,"Микешина Виктория",1963-05-25,0,376
2017-02-25,"Барков Кирилл",1981-10-17,1,923
2017-02-25,"Шатилов Пётр",1985-08-04,1,1259
2017-02-25,"Кашкарова Инна",1982-12-15,0,726
2017-02-25,"Головцына Валентина",1979-11-19,0,1570
2017-02-25,"Ляпишева Валентина",1977-06-20,0,1034
2017-02-25,"Левин Павел",1970-07-09,1,633
2017-02-25,"Якимович Аркадий",1967-02-03,1,682
2017-02-25,"Ермолинская Екатерина",1974-12-22,0,1791
2017-02-25,"Стороженко Вадим",1977-12-02,1,1651
2017-02-25,"Анфилогов Богдан",1971-04-06,1,999
2017-02-25,"Золотаревский Анатолий",1988-07-21,1,1034
2017-02-25,"Мясников Ярослав",1978-02-12,1,514
2017-02-26,"Ляпунова Анна",1971-08-24,0,1739
2017-02-26,"Измайлов Георгий",1986-04-30,1,953
2017-02-26,"Вознесенский Алексей",1985-06-23,1,1292
2017-02-26,"Румянцева Анна",1976-11-13,0,673
2017-02-26,"Алалыкина Евгения",1973-02-15,0,1316
2017-02-26,"Вакульская Алина",1981-09-18,0,1360
